rank,ch_raw,career_high,prev_career_high,at_career_high,is_new_career_high,player,age,country,flag,points,rank_change,current,previous,next,max,is_playing
246,38,38,,no,no,Rebecca Marino,35,CAN,CAN,282,-30,-49,,,,no
247,246,246,,no,no,Kajsa Rinaldo Persson,28,SWE,SWE,281,-1,-6,,Lost in Orlando R32,,no
248,NCH (249),248,249,yes,yes,Ayana Akli,24,USA,USA,280,,+1,,,,no
249,114,114,,no,no,Storm Hunter,31,AUS,AUS,279,,+1,Qual. Doha R2,,,yes
250,207,207,,no,no,Irene Burillo,28,ESP,ESP,279,,+1,,Lost in Qual. Cluj-Napoca R1 Advertisement,,no
251,196,196,,no,no,Justina Mikulskytė,30,LTU,LTU,278,-10,-12,,Lost in Andrezieux Boutheon R32,,no
252,209,209,,no,no,Eva Vedder,26,NED,NED,278,,+1,,,,no
253,230,230,,no,no,Anna Rogers,27,USA,USA,278,-10,-11,,Lost in Orlando R32,,no
254,236,236,,no,no,Anna Sisková,24,CZE,CZE,277,+1,+3,**Qual. Ostrava W**,Lost in Ostrava R32,,yes
255,135,135,,no,no,Arianne Hartono,29,NED,NED,276,-13,-14,,,,no
256,166,166,,no,no,Xiaodi You,29,CHN,CHN,275,,-2,,Lost in Orlando R32,,no
257,142,142,,no,no,Noma Noha Akugue,22,GER,GER,274,+11,+17,,Lost in Birmingham F Lost in Porto 2 R16,,no
258,NCH (262),258,262,yes,yes,Sohyun Park,23,KOR,KOR,274,+7,+11,,Lost in Mumbai R16,,no
259,151,151,,no,no,Anastasia Tikhonova,25,RUS,RUS,273,,-3,,,,no
260,45,45,,no,no,Nuria Párrizas Díaz,34,ESP,ESP,271,,-3,,Lost in Andrezieux Boutheon R32,,no
261,125,125,,no,no,Xinyu Gao,28,CHN,CHN,271,-38,-48,,,,no
262,221,221,,no,no,Eva Guerrero Álvarez,26,ESP,ESP,271,,-4,,,,no
263,132,132,,no,no,Yuriko Miyazaki,30,GBR,GBR,270,,-4,,,,no
264,233,233,,no,no,Julie Belgraver,23,FRA,FRA,269,+2,+8,,Lost in Andrezieux Boutheon R16,,no
265,197,197,,no,no,Anastasiya Soboleva,21,UKR,UKR,266,,-1,,Lost in Qual. Ostrava R1,,no
266,100,100,,no,no,Mananchaya Sawangkaew,23,THA,THA,266,-30,-32,Mumbai SF 298 342,,,yes
267,136,136,,no,no,Katherine Sebov,27,CAN,CAN,265,+2,+10,,Lost in Qual. Ostrava R2,,no
268,118,118,,no,no,Katie Swan,26,GBR,GBR,260,+2,+5,,Lost in Orlando R16,,no
269,NCH (283),269,283,yes,yes,Veronika Podrez,19,UKR,UKR,260,+15,+28,Andrezieux Boutheon SF 280 306,,,yes
270,266,266,,no,no,Mia Ristić,19,SRB,SRB,254,,+1,,Lost in Andrezieux Boutheon R32,,no
271,119,119,,no,no,Lizette Cabrera,28,AUS,AUS,253,-4,-7,,Lost in Brisbane R16,,no
272,121,121,,no,no,Celine Naef,20,SUI,SUI,252,-9,-15,,,,no
273,272,272,,no,no,Dalila Spiteri,28,ITA,ITA,249,,-1,,,,no
274,206,206,,no,no,Tyra Grant,17,ITA,ITA,247,,-1,,,,no
275,274,274,,no,no,Mika Stojsavljevic,17,GBR,GBR,247,-1,+1,,Lost in Porto 2 R32,,no
276,196,196,,no,no,Lucie Havlíčková,20,CZE,CZE,245,,+1,,Lost in Ostrava R32,,no
277,NCH (305),277,305,yes,yes,Fangran Tian,22,CHN,CHN,243,+48,+48,Mumbai SF 275 319,,,yes
278,38,38,,no,no,Heather Watson,33,GBR,GBR,241,-1,-1,,,,no
279,189,189,,no,no,Katharina Hobgarski,28,GER,GER,241,,,,,,no
280,CH,280,,yes,no,Carolyn Ansari,25,USA,USA,241,,,,Lost in Monastir 6 R16,,no
281,139,139,,no,no,Tessah Andrianjafitrimo,27,FRA,FRA,237,,+2,,,,no
282,242,242,,no,no,Mei Yamaguchi,26,JPN,JPN,235,-4,-6,,Lost in Mumbai QF,,no
283,224,224,,no,no,Wakana Sonobe,18,JPN,JPN,232,-58,-85,,,,no
284,NCH (285),284,285,yes,yes,Tessa Johanna Brockmann,20,GER,GER,232,,+1,,,,no
285,NCH (286),285,286,yes,yes,Alisa Oktiabreva,17,RUS,RUS,231,,+1,,,,no
286,212,212,,no,no,Matilde Jorge,21,POR,POR,230,,+1,,Lost in Porto 2 R32,,no
287,NCH (288),287,288,yes,yes,Samira de Stefano,21,ITA,ITA,230,,+1,,Lost in Andrezieux Boutheon R32,,no
288,NCH (300),288,300,yes,yes,Vendula Valdmannová,18,CZE,CZE,226,+12,+16,**Qual. Ostrava W**,Lost in Ostrava R32,,yes
289,31,31,,no,no,Zarina Diyas,32,KAZ,KAZ,225,-7,-14,,,,no
290,95,95,,no,no,Robin Montgomery,21,USA,USA,224,,,,,,no
291,149,149,,no,no,Katrina Scott,21,USA,USA,224,+21,+20,Orlando SF 237 254,,,yes
292,288,288,,no,no,Anouck Vrancken Peeters,22,NED,NED,224,+7,+14,,Lost in Birmingham R32 Lost in Andrezieux Boutheon QF,,no
293,289,289,,no,no,Hiromi Abe,25,JPN,JPN,223,-4,-6,,Lost in Brisbane R16,,no
294,263,263,,no,no,Lia Karatancheva,22,BUL,BUL,221,,-2,,Lost in Orlando R32,,no
295,178,178,,no,no,Kyōka Okamura,30,JPN,JPN,216,+7,+8,,Lost in Brisbane R16,,no
296,293,293,,no,no,Rina Saigo,25,JPN,JPN,216,,-3,,Lost in Mumbai R32,,no
297,226,226,,no,no,Ekaterina Reyngold,24,RUS,RUS,215,,-3,,,,no
298,295,295,,no,no,Elena Ruxandra Bertea,19,ROU,ROU,215,,-3,,Lost in Cluj-Napoca R32,,no
299,61,61,,no,no,Jule Niemeier,26,GER,GER,214,,-3,,,,no
300,213,213,,no,no,Haruka Kaji,31,JPN,JPN,214,,-3,,,,no
301,217,217,,no,no,Renata Jamrichová,18,SVK,SVK,212,-10,-9,,,,no
302,213,213,,no,no,Valentina Ryser,24,SUI,SUI,210,-27,-34,,Lost in Birmingham R32 Lost in Sheffield R16,,no
303,214,214,,no,no,Ayla Aksu,29,TUR,TUR,210,+5,+5,,Lost in Porto 2 R16,,no
304,293,293,,no,no,Dayeon Back,24,KOR,KOR,209,,-3,,,,no
305,243,243,,no,no,Anastasia Zolotareva,24,RUS,RUS,208,,-2,Antalya 5 SF,,,yes
306,NCH (322),306,322,yes,yes,Jeline Vandromme,18,BEL,BEL,208,+16,+9,,Lost in Andrezieux Boutheon R16,,no
307,NCH (310),307,310,yes,yes,Laura Hietaranta,22,FIN,FIN,208,+3,+3,,Lost in Birmingham R16 Lost in Sheffield R32,,no
308,282,282,,no,no,Akasha Urhobo,19,USA,USA,207,,-4,,Lost in Orlando R32,,no
309,301,301,,no,no,Alicia Herrero Liñana,27,ESP,ESP,207,,-4,,Lost in Orlando R32,,no
310,221,221,,no,no,Gabriela Cé,32,BRA,BRA,207,+9,+7,,Lost in Andrezieux Boutheon R16,,no
311,103,103,,no,no,Katarina Zavatska,26,UKR,UKR,207,,-5,,,,no
312,158,158,,no,no,Lea Bošković,26,CRO,CRO,206,+23,+19,Porto 2 SF 219 236,,,yes
313,307,307,,no,no,Katarina Jokić,27,SRB,SRB,206,,-6,,Lost in Orlando R32,,no
314,299,299,,no,no,Eunhye Lee,25,KOR,KOR,205,,-5,,,,no
315,35,35,,no,no,Polona Hercog,35,SLO,SLO,204,,-4,,,,no
316,313,313,,no,no,Vivian Wolff,27,USA,USA,203,,-3,,,,no
317,312,312,,no,no,Jennifer Ruggeri,22,ITA,ITA,202,,-2,,,,no
318,211,211,,no,no,Margaux Rouvroy,24,FRA,FRA,201,+12,+8,,Lost in Andrezieux Boutheon R16,,no
319,317,317,,no,no,Tiphanie Lemaître,25,FRA,FRA,201,,-2,,Lost in Andrezieux Boutheon R32,,no
320,4,4,,no,no,Caroline Garcia,32,FRA,FRA,200,-4,-1,,,,no
321,147,147,,no,no,Destanee Aiava,25,AUS,AUS,200,,-3,,,,no
322,250,250,,no,no,Julie Štruplová,21,CZE,CZE,200,,-2,,,,no
323,275,275,,no,no,Alevtina Ibragimova,21,RUS,RUS,199,-9,-3,,Lost in Mumbai R32,,no
324,204,204,,no,no,Sakura Hosogi,25,JPN,JPN,199,-26,-11,,,,no
325,321,321,,no,no,Daria Khomutsianskaya,21,BLR,BLR,198,-4,-2,,,,no
326,292,292,,no,no,Aurora Zantedeschi,25,ITA,ITA,197,,-3,,,,no
327,NCH (328),327,328,yes,yes,Lea Ma,25,USA,USA,197,+1,+3,,Lost in Orlando R16,,no
328,65,65,,no,no,Erika Andreeva,21,RUS,RUS,194,,-2,,,,no
329,151,151,,no,no,Mariam Bolkvadze,28,GEO,GEO,193,,,,,,no
330,200,200,,no,no,Han Shi,20,CHN,CHN,192,,+1,,,,no
331,235,235,,no,no,Amarni Banks,23,GBR,GBR,191,,+1,,Lost in Birmingham R32,,no
332,131,131,,no,no,Carol Zhao,30,CAN,CAN,190,,+1,,,,no
333,266,266,,no,no,Tina Smith,23,AUS,AUS,189,-6,-5,,,,no
334,NCH (352),334,352,yes,yes,Yidi Yang,26,CHN,CHN,188,+22,+13,,Lost in Andrezieux Boutheon QF,,no
335,308,308,,no,no,Victoria Bosio,31,ARG,ARG,188,,-1,,,,no
336,305,305,,no,no,Martyna Kubka,24,POL,POL,188,-12,-8,,,,no
337,330,330,,no,no,Francesca Pace,20,ITA,ITA,188,+17,+11,,Lost in Birmingham SF Lost in Sheffield R32,,no
338,133,133,,no,no,Isabella Shinikova,34,BUL,BUL,187,+14,+9,,Lost in Sharm El Sheikh F Lost in Sharm El Sheikh 2 R32,,no
339,169,169,,no,no,Han-na Chang,27,USA,USA,186,+6,+5,,Lost in Orlando R16,,no
340,NCH (357),340,357,yes,yes,Miho Kuramochi,27,JPN,JPN,186,+17,+11,,Lost in Mumbai R16,,no
341,81,81,,no,no,Nina Stojanović,29,SRB,SRB,185,,-5,,,,no
342,290,290,,no,no,Ariana Geerlings,20,ESP,ESP,185,,-5,,,,no
343,315,315,,no,no,Alexandra Shubladze,20,RUS,RUS,185,,-5,,,,no
344,14,14,,no,no,Petra Martić,35,CRO,CRO,183,,-4,,,,no
345,NCH (364),345,364,yes,yes,Mia Pohánková,17,SVK,SVK,183,+19,+11,,Lost in Porto 2 QF,,no
346,322,322,,no,no,Elena Malygina,25,EST,EST,183,+64,+34,**Birmingham W**,,,yes
347,299,299,,no,no,Francesca Curmi,23,MLT,MLT,183,,-5,,Lost in Porto 2 R32,,no
348,NCH (380),348,380,yes,yes,Eryn Cayetano,24,USA,USA,183,+32,+19,Orlando SF**Qual. Orlando W**196 213,,,yes
349,317,317,,no,no,Julieta Pareja,16,USA,USA,182,-3,+1,,Lost in Qual. Orlando R2,,no
350,340,340,,no,no,Monika Ekstrand,18,USA,USA,182,+5,+6,,Lost in Orlando R16,,no
351,343,343,,no,no,Viktória Morvayová,24,SVK,SVK,182,,-8,,Lost in Mumbai R32,,no
352,136,136,,no,no,Gabriela Lee,30,ROU,ROU,182,-5,+1,,Lost in Orlando R32,,no
353,338,338,,no,no,Natalija Senić,23,SRB,SRB,182,,-9,,,,no
354,47,47,,no,no,Yafan Wang,31,CHN,CHN,180,,-6,,,,no
355,173,173,,no,no,Aliona Falei,21,BLR,BLR,180,,-5,,,,no
356,114,114,,no,no,Sijia Wei,22,CHN,CHN,178,,-5,,,,no
357,203,203,,no,no,Carlota Martinez Cirez,24,ESP,ESP,177,-8,-3,,,,no
358,196,196,,no,no,Kristina Dmitruk,22,BLR,BLR,174,,,,,,no
359,150,150,,no,no,En-shuo Liang,25,TWN,TWN,174,,,,,,no
360,143,143,,no,no,Nastasja Schunk,22,GER,GER,174,+5,+2,,Lost in Porto 2 R16,,no
361,320,320,,no,no,Jenny Duerst,26,SUI,SUI,174,,-1,,,,no
362,183,183,,no,no,Giorgia Pedone,21,ITA,ITA,173,,-1,,,,no
363,NCH (365),363,365,yes,yes,Haley Giavara,25,USA,USA,173,+23,+12,**Qual. Orlando W**,Lost in Orlando QF,,yes
364,362,362,,no,no,Hibah Shaikh,23,USA,USA,173,,-2,,,,no
365,82,82,,no,no,Emina Bektas,32,USA,USA,172,,-2,,,,no
366,344,344,,no,no,Katarína Kuzmová,24,SVK,SVK,172,,+1,Sheffield SF,Lost in Birmingham R16,,yes
367,149,149,,no,no,Martina Capurro Taborda,28,ARG,ARG,171,+27,+13,**Qual. Orlando W**,Lost in Orlando QF,,yes
368,NCH (379),368,379,yes,yes,Eva Bennemann,18,GER,GER,171,+13,+8,,Lost in Birmingham QF Lost in Sheffield R16,,no
369,305,305,,no,no,Martha Matoula,28,GRE,GRE,170,-16,-7,,Lost in Qual. Orlando R1,,no
370,237,237,,no,no,Wushuang Zheng,27,CHN,CHN,169,-31,-15,,,,no
371,359,359,,no,no,Ane Mintegi Del Olmo,22,ESP,ESP,169,,-4,,,,no
372,NCH (406),372,406,yes,yes,Amandine Monnot,24,FRA,FRA,168,+51,+27,Andrezieux Boutheon SF,Lost in Birmingham R32 188 214,,yes
373,347,347,,no,no,Elena Micic,21,AUS,AUS,167,,-4,,Lost in Brisbane R32,,no
374,NCH (392),374,392,yes,yes,Yasmine Kabbaj,22,MAR,MAR,167,+37,+18,,Lost in Qual. Mumbai R2 Lost in Mumbai R16,,no
375,60,60,,no,no,Çağla Büyükakçay,36,TUR,TUR,167,,-5,,,,no
376,104,104,,no,no,Irina Bara,30,ROU,ROU,166,,-5,,,,no
377,283,283,,no,no,Caijsa Hennemann,24,SWE,SWE,166,,-5,,,,no
378,83,83,,no,no,Zhuoxuan Bai,23,CHN,CHN,165,,-5,,,,no
379,181,181,,no,no,Darya Astakhova,24,RUS,RUS,165,,-5,,,,no
380,365,365,,no,no,Lucciana Perez Alarcon,20,PER,PER,165,,-5,,,,no
381,376,376,,no,no,Alina Granwehr,22,SUI,SUI,165,+2,+3,,Lost in Birmingham R16,,no
382,357,357,,no,no,Denislava Glushkova,22,BUL,BUL,165,,-6,,,,no
383,322,322,,no,no,Tatiana Pieri,26,ITA,ITA,164,,-5,,Lost in Qual. Orlando R1,,no
384,310,310,,no,no,Miriana Tona,31,ITA,ITA,164,,-5,,,,no
385,355,355,,no,no,Alexis Blokhina,21,USA,USA,162,-17,-6,,,,no
386,353,353,,no,no,Kira Pavlova,21,RUS,RUS,162,,-2,,,,no
387,365,365,,no,no,Diletta Cherubini,23,ITA,ITA,161,,-2,,Lost in Mumbai R32,,no
388,292,292,,no,no,Zhibek Kulambayeva,25,KAZ,KAZ,161,,-1,,,,no
389,69,69,,no,no,Dalila Jakupović,34,SLO,SLO,161,,-1,,,,no
390,343,343,,no,no,Saki Imamura,23,JPN,JPN,161,,-1,,,,no
391,342,342,,no,no,Sandra Samir,28,EGY,EGY,161,,-1,,Lost in Sharm El Sheikh 2 R16,,no
392,262,262,,no,no,Victoria Hu,23,USA,USA,160,,-1,,Lost in Qual. Orlando R2,,no
393,296,296,,no,no,Eri Shimizu,27,JPN,JPN,160,+20,+12,,Lost in Mumbai R16,,no
394,348,348,,no,no,Ikumi Yamazaki,24,JPN,JPN,159,,-1,,,,no
395,357,357,,no,no,Cristina Diaz Adrover,20,ESP,ESP,158,,,,Lost in Birmingham R32,,no
396,371,371,,no,no,Antonia Schmidt,24,GER,GER,158,-19,-7,,,,no
397,314,314,,no,no,Yasmine Mansouri,24,FRA,FRA,157,,-1,,,,no
398,85,85,,no,no,Jodie Burrage,26,GBR,GBR,156,,-1,,,,no
399,35,35,,no,no,Madison Brengle,35,USA,USA,156,-1,+1,,Lost in Orlando R32,,no
400,280,280,,no,no,Ekaterina Kazionova,27,RUS,RUS,156,+12,+8,,Lost in Andrezieux Boutheon R16,,no
401,154,154,,no,no,Amandine Hesse,33,FRA,FRA,155,-60,-28,,,,no
402,NCH (409),402,409,yes,yes,Angelina Voloshchuk,18,POR,POR,155,+7,+6,,Lost in Porto 2 R16,,no
403,175,175,,no,no,Ayano Shimizu,27,JPN,JPN,155,,-4,,,,no
404,210,210,,no,no,Gergana Topalova,25,BUL,BUL,155,,-4,,,,no
405,199,199,,no,no,Naiktha Bains,28,GBR,GBR,155,,-4,,Lost in Sheffield R16,,no
406,347,347,,no,no,Emily Appleton,26,GBR,GBR,154,+8,+7,,Lost in Birmingham QF,,no
407,231,231,,no,no,Valeriya Strakhova,30,UKR,UKR,154,,-5,,Lost in Qual. Orlando R2,,no
408,347,347,,no,no,Martina Colmegna,29,ITA,ITA,153,-26,-9,,,,no
409,186,186,,no,no,Sofia Shapatava,37,GEO,GEO,153,,-6,,Lost in Antalya 5 R16,,no
410,399,399,,no,no,Vittoria Paganetti,19,ITA,ITA,152,,-6,,Lost in Birmingham R32 Lost in Sheffield R32,,no
411,110,110,,no,no,Ylena In-Albon,26,SUI,SUI,151,,-6,,Lost in Birmingham R32 Lost in Porto 2 R32,,no
412,253,253,,no,no,Sapfo Sakellaridi,22,GRE,GRE,151,,-6,,Lost in Monastir 6 R32,,no
413,40,40,,no,no,Tereza Martincová,31,CZE,CZE,150,+46,+30,,Lost in Ostrava R16,,no
414,351,351,,no,no,Astrid Lew Yan Foon,20,FRA,FRA,150,,-7,,Lost in Andrezieux Boutheon R32,,no
415,56,56,,no,no,Patricia Maria Țig,31,ROU,ROU,149,,-7,,,,no
416,293,293,,no,no,Zongyu Li,22,CHN,CHN,149,+49,+31,Andrezieux Boutheon SF**Qual. Andrezieux Boutheon W**169 195,,,yes
417,392,392,,no,no,Weronika Ewald,19,POL,POL,149,-25,-11,,,,no
418,1,1,,no,no,Karolína Plíšková,33,CZE,CZE,147,-2,+1,Doha R64,Lost in Cluj-Napoca R32,,yes
419,216,216,,no,no,Victoria Rodríguez,30,MEX,MEX,147,,-4,,Lost in Qual. Orlando R2,,no
420,200,200,,no,no,Sofya Lansere,25,RUS,RUS,146,,-3,,,,no
421,372,372,,no,no,Martina Okáľová,28,SVK,SVK,145,,-3,,Lost in Qual. Orlando R1,,no
422,250,250,,no,no,Nicole Fossa Huergo,30,ARG,ARG,144,,+3,,Lost in Qual. Mumbai R2 Lost in Mumbai R32,,no
423,395,395,,no,no,Zuzanna Pawlikowska,20,POL,POL,143,+6,+5,**Qual. Mumbai W**,Lost in Mumbai R32,,yes
424,26,26,,no,no,Lauren Davis,32,USA,USA,142,,-4,,,,no
425,226,226,,no,no,Momoko Kobori,27,JPN,JPN,142,,-4,,,,no
426,162,162,,no,no,Jiajing Lu,36,CHN,CHN,141,-7,-3,,,,no
427,265,265,,no,no,Priska Nugroho,22,INA,INA,140,,-3,,Lost in Mumbai R32,,no
428,284,284,,no,no,Sahaja Yamalapalli,25,IND,IND,140,,-3,,Lost in Mumbai R32,,no
429,NCH (442),429,442,yes,yes,Hayu Kinoshita,19,JPN,JPN,140,+23,+15,,Lost in Brisbane QF,,no
430,190,190,,no,no,Maria Mateas,26,USA,USA,139,,-4,,,,no
431,291,291,,no,no,Alana Smith,26,USA,USA,138,,-4,,Lost in Qual. Orlando R1,,no
432,396,396,,no,no,Antonia Vergara Rivera,19,CHI,CHI,138,,-4,,,,no
433,NCH (462),433,462,yes,yes,Kristiana Sidorova,19,RUS,RUS,137,+34,+20,**Qual. Mumbai W**,Lost in Mumbai R16,,yes
434,254,254,,no,no,Misaki Matsuda,27,JPN,JPN,136,+38,+21,**Qual. Mumbai W**,Lost in Mumbai R16,,yes
435,219,219,,no,no,Alice Tubello,25,FRA,FRA,135,-3,+1,,Lost in Andrezieux Boutheon R32,,no
436,431,431,,no,no,Alicia Dudeney,22,GBR,GBR,135,,-5,,Lost in Sheffield R32,,no
437,294,294,,no,no,Madison Sieg,22,USA,USA,133,+1,+1,**Qual. Orlando W**,Lost in Orlando R32,,yes
438,304,304,,no,no,Andreea Prisăcariu,25,ROU,ROU,133,,-3,,,,no
439,430,430,,no,no,Victoria Allen,24,GBR,GBR,133,-9,-3,,Lost in Birmingham R32 Lost in Sheffield R32,,no
440,436,436,,no,no,Lamis Alhussein Abdel Aziz,27,EGY,EGY,133,,-4,Sharm El Sheikh 2 SF,Lost in Sharm El Sheikh R16,,yes
441,400,400,,no,no,Anastasia Abbagnato,22,ITA,ITA,132,,-4,,,,no
442,421,421,,no,no,Patcharin Cheapchandej,31,THA,THA,132,,-3,,,,no
443,435,435,,no,no,Aunchisa Chanta,23,THA,THA,132,,-3,,,,no
444,296,296,,no,no,Aneta Kučmová,25,CZE,CZE,131,-10,-2,,,,no
445,361,361,,no,no,Stephanie Visscher,26,NED,NED,131,-1,+3,,Lost in Birmingham R16 Lost in Sheffield R32,,no
446,158,158,,no,no,Ekaterina Makarova,29,RUS,RUS,130,,-5,,,,no
447,200,200,,no,no,Tena Lukas,30,CRO,CRO,129,,-5,,,,no
448,144,144,,no,no,Leonie Küng,25,SUI,SUI,128,,-5,,,,no
449,430,430,,no,no,Yufei Ren,19,CHN,CHN,127,+31,+14,**Sharm El Sheikh W**,Lost in Sharm El Sheikh 2 QF,,yes
450,445,445,,no,no,Britt Du Pree,19,NED,NED,127,,-5,,,,no
451,379,379,,no,no,Thaisa Grana Pedretti,26,BRA,BRA,126,-1,+1,,Lost in Qual. Orlando R2,,no
452,266,266,,no,no,Mariia Tkacheva,24,RUS,RUS,126,,-4,,,,no
453,442,442,,no,no,Jasmijn Gimbrère,24,NED,NED,126,,-4,,,,no
454,32,32,,no,no,Sara Sorribes Tormo,29,ESP,ESP,125,+24,+12,,Lost in Cluj-Napoca R16,,no
455,157,157,,no,no,Lucija Ćirić Bagarić,22,CRO,CRO,125,,-4,,Lost in Birmingham R32 Lost in Sheffield R32,,no
456,418,418,,no,no,Julia Adams,26,USA,USA,125,,-3,,Lost in Monastir 6 R16,,no
457,414,414,,no,no,Angella Okutoyi,22,KEN,KEN,124,,-3,,,,no
458,346,346,,no,no,Natsumi Kawaguchi,23,JPN,JPN,124,+11,+7,,Lost in Brisbane R16,,no
459,421,421,,no,no,Ranah Stoiber,20,GBR,GBR,123,-12,-3,,Lost in Birmingham R32 Lost in Sheffield R32,,no
460,455,455,,no,no,Mell Reasco González,23,ECU,ECU,123,,-5,,,,no
461,437,437,,no,no,Fernanda Labrana,26,CHI,CHI,123,,-5,,,,no
462,413,413,,no,no,Joelle Steur,21,GER,GER,122,-29,-12,,Lost in Antalya 4 QF,,no
463,379,379,,no,no,Federica Urgesi,21,ITA,ITA,121,-17,-5,,Lost in Birmingham R16 Lost in Sheffield QF,,no
464,442,442,,no,no,Emily Seibold,26,GER,GER,121,,-6,,,,no
465,434,434,,no,no,Meiqi Guo,26,CHN,CHN,120,,-5,,,,no
466,363,363,,no,no,Nahia Berecoechea,21,FRA,FRA,120,+22,+8,,Lost in Andrezieux Boutheon R16,,no
467,403,403,,no,no,Radka Zelníčková,22,SVK,SVK,120,,-6,,Lost in Monastir 6 R16,,no
468,395,395,,no,no,Lisa Zaar,25,SWE,SWE,120,,-6,,,,no
469,143,143,,no,no,Valentini Grammatikopoulou,28,GRE,GRE,120,,-6,,,,no
470,397,397,,no,no,Mathilde Lollia,25,FRA,FRA,118,-2,+1,,Lost in Qual. Andrezieux Boutheon R2,,no
471,404,404,,no,no,Mina Hodzic,23,GER,GER,117,-14,-5,,,,no
472,464,464,,no,no,Varvara Panshina,19,RUS,RUS,116,-8,-3,,,,no
473,355,355,,no,no,Vaidehi Chaudhari,25,IND,IND,115,+3,+1,,Lost in Mumbai R32,,no
474,392,392,,no,no,Amelia Rajecki,23,GBR,GBR,114,+47,+13,Sheffield SF,Lost in Birmingham SF,,yes
475,473,473,,no,no,Carla Markus,19,ARG,ARG,114,,-2,,,,no
476,474,474,,no,no,Luca Udvardy,20,HUN,HUN,114,,-2,,,,no
477,NCH (499),477,499,yes,yes,Maria Martinez Vaquero,23,ESP,ESP,114,+26,+7,**Qual. Porto 2 W**,Lost in Porto 2 R16,,yes
478,403,403,,no,no,Ruth Roura Llaverias,19,ESP,ESP,113,+13,+2,,Lost in Antalya 4 QF,,no
479,352,352,,no,no,Ella Mcdonald,20,GBR,GBR,113,,,,,,no
480,328,328,,no,no,Lian Tran,23,NED,NED,113,,+2,,,,no
481,NCH (483),481,483,yes,yes,Isis Louise van Den Broek,20,NED,NED,113,,+2,,,,no
482,317,317,,no,no,Ilinca Amariei,23,ROU,ROU,113,,+2,,,,no
483,127,127,,no,no,Fangzhou Liu,30,CHN,CHN,113,,+2,,,,no
484,137,137,,no,no,Robin Anderson,32,USA,USA,113,,+3,,,,no
485,424,424,,no,no,Sara Daavettila,28,USA,USA,113,-14,-3,,,,no
486,367,367,,no,no,Ayumi Koshiishi,25,JPN,JPN,112,,-1,,,,no
487,353,353,,no,no,Mayu Crossley,19,JPN,JPN,112,,+2,,,,no
488,190,190,,no,no,Berfu Cengiz,26,TUR,TUR,111,,+2,,Lost in Qual. Doha R1,,no
489,486,486,,no,no,Tahlia Kokkinis,17,AUS,AUS,111,,+3,,,,no
490,466,466,,no,no,Ema Burgić Bucko,33,BIH,BIH,111,+25,+8,**Qual. Orlando W**,Lost in Orlando R16,,yes
491,479,479,,no,no,Sara Dols,20,ESP,ESP,111,,+3,,,,no
492,465,465,,no,no,Ekaterina Khayrutdinova,21,RUS,RUS,110,,+3,,,,no
493,475,475,,no,no,Marie Vogt,21,GER,GER,110,-16,-4,,Lost in Sheffield R32,,no
494,179,179,,no,no,Anastasia Kulikova,25,FIN,FIN,109,+14,+4,,Lost in Qual. Mumbai R2,,no
495,456,456,,no,no,Alessandra Mazzola,26,ITA,ITA,109,,+2,,,,no
496,456,456,,no,no,Maria Urrutia,24,ARG,ARG,109,,+2,,,,no
497,169,169,,no,no,Yuki Naito,24,JPN,JPN,109,-22,-5,,Lost in Brisbane R32,,no
498,485,485,,no,no,Jiaqi Wang,23,CHN,CHN,108,,+1,,Lost in Monastir 6 R16,,no
499,NCH (522),499,522,yes,yes,Ena Koike,19,JPN,JPN,108,+23,+7,**Qual. Orlando W**,Lost in Orlando R16,,yes
500,448,448,,no,no,Camilla Zanolini,22,ITA,ITA,108,+19,+6,,Lost in Sharm El Sheikh SF Lost in Sharm El Sheikh 2 R32,,no
501,482,482,,no,no,Josy Daems,19,GER,GER,108,+27,+8,**Qual. Birmingham W**,Lost in Birmingham QF Lost in Sheffield R32,,yes
502,221,221,,no,no,Shiho Akita,36,JPN,JPN,107,,-1,,,,no
503,427,427,,no,no,Anja Stanković,20,SRB,SRB,107,,-1,,,,no
504,380,380,,no,no,Oana Georgeta Simion,29,ROU,ROU,107,,,,,,no
505,205,205,,no,no,Xinxin Yao,22,CHN,CHN,106,+61,+18,**Qual. Andrezieux Boutheon W**,Lost in Andrezieux Boutheon QF,,yes
506,453,453,,no,no,Yaroslava Bartashevich,20,FRA,FRA,106,,-1,,Lost in Qual. Mumbai R1,,no
507,440,440,,no,no,Noemi Basiletti,19,ITA,ITA,106,,-1,,,,no
508,466,466,,no,no,Alice Gillan,27,GBR,GBR,106,-8,-1,,Lost in Sheffield R32,,no
509,503,503,,no,no,Sarah van Emst,21,NED,NED,106,,-2,,,,no
510,435,435,,no,no,Jenny Lim,21,FRA,FRA,104,-14,-5,,Lost in Monastir 6 QF,,no
511,300,300,,no,no,Émeline Dartron,25,FRA,FRA,104,,-1,,,,no
512,331,331,,no,no,Georgia Crăciun,26,ROU,ROU,104,-3,-1,,,,no
513,405,405,,no,no,Pia Lovrič,23,SLO,SLO,104,,-1,,,,no
514,NCH (551),514,551,yes,yes,Sofia Cabezas Dominguez,24,VEN,VEN,104,+41,+13,**Qual. Orlando W**,Lost in Orlando QF,,yes
515,342,342,,no,no,Maria Kozyreva,26,RUS,RUS,103,,-2,,,,no
516,497,497,,no,no,Yelyzaveta Kotliar,19,UKR,UKR,103,,-2,Antalya 5 SF,,,yes
